,Name,Review_raw,Overall,Food,Service,Ambiance
907,MartinC,"As always the service was impeccable, the Branzino and Ahi were perfectly prepared and accompaniments were delectable. Timing was just right … relaxing meal yet attentive wait staff made for a wonderful experience, as we have come to expect. Well done, thank you!",5,5,5,5
908,JohnN,Overall great experience. All food and appetizers were tasty and pleasing.,5,5,5,3
909,Rugueux,"Black Salt has the best fish and seafood in town, excellent wine list and the best service courtesy of Jim and Kristin. Our neighborhood gem!",5,5,5,4
910,JeremyS,"Amazing food, and ambiance was hidden in this unassuming storefront. Fresh seafood, prepared with incredible flavors!  We’ll absolutely be back!!",5,5,5,5
911,AdamD202,The food was top quality. The wine selection was adequate. The service was great.,5,5,5,5
912,JillT,Excellent food and service!,5,5,5,5
913,sherrij,This was a birthday celebration for my daughter.  We had a wonderful time at Black Salt.,5,5,5,5
914,Bonnie,Halibut special was perfect along with the margarita cocktail!,4,5,5,4
915,SheilaS,"Our group of four had lunch and the food was outstanding: raw oysters, salmon and crab cake sandwiches. We also had cava and wine. The service was excellent. As we were leaving I also bought shrimp to cook at home at the fish market in the front of the restaurant.",5,5,5,5
916,LS123,"Love this spot. Came once a couple years ago, and my memory was right - it’s amazing! The grilled calamari is fantastic. Love the atmosphere. A really amazing meal!",5,5,5,5
917,LindsayW,They made extra efforts to make our daughter feel special on her birthday!,5,5,5,5
918,MBrown,"This restaurant is very nice.  Professional, welcoming host.  Support team of servers and busboys.  The food was very good.  Customer service was great.  

Only observation is for staff to be more aware of placing hands in hair; especially, when serving food.",4,5,3,4
919,OpenTable Diner,Excellent food and service. Great for date night and special occasions. Get the octopus.,5,5,5,5
920,ruthc,Spectacular.,5,5,5,5
921,lochops,"This is one of my go-to establishments for happy hour oysters and a drink. It is a friendly neighborhood establishment and has been for many years. I hope that they stay forever. Everyone that you encounter, from host stand to server has absolute knowledge of all the menu items. The bar scene was perhaps more lively before Covid…well, much more lively, but you are still likely to bend an elbow with learned and interesting denizens here.
The food quality and service has never flagged. Can you tell I love BlackSalt? Happy hour is not the only time I dine there, but it’s a fine value and one has the chance to sample more items than in a typical dinner.",5,5,5,4
922,OpenTable Diner,Wonderful experience!,5,5,5,5
923,MariT,Excellent food and service. The juice did not seem fresh squeezed at all.  Ambience a bit drab and needs light. Thanks!,5,5,5,3
924,Andrew,"Unbelievable food, stellar wine list, and exquisite service! Will be returning soon!",5,5,5,5
925,laticiajoyceann,I can't believe it took me this long to get to this gem. Every single dish was amazing. I will be back.,5,5,5,5
926,AliciaV,"Exceptional, as always.",5,5,5,5
927,NikH,Dinner was fine. The service wasn’t great as our server forgot about us a few times. Food was definitely overpriced too.,3,3,3,5
928,Mark,J.J. Is absolutely FABULOUS!!!  Best manager/host we have encountered in years. Food was great and service was awesome.,5,4,5,4
929,LawrenceG,"Well prepared seafood, simple but elegant flavorings and presentations.",5,5,5,5
930,JamesD,Great place with fabulous food.  Service was impeccable!!,5,5,5,5
931,TerrenceH,"Black Salt is an excellent restaurant. The sommelier was helpful, the woman who explained the cheese plate was as well. The erosive was good except they brought the wrong meal for my wife, but recovered fairly well. My opinion is the server we had was a little too busy to provide the same level of service everyone else did. About two thirds of the way through or meal a large group came into our room and was so noisy it was hard to talk at our table. I would have expected that in the larger dining area, but not in the back. 
We will definitely return and hope for a quieter set of diners to be present. The food was truly outstanding.",4,5,4,5
932,DCfoodie,Delicious seafood meals in comfortable environment with great staff. Desserts were also quite good.,5,5,5,5
933,CharlotteH,"It was good, a little pricey but worth it. Not crowded so it felt safe. Multiple servers made tipping standard. Loved the open kitchen and fresh fish counter.",4,4,5,4
934,Newbin,"The service, food, drink, and ambiance were outstanding. What else is there except for the wonderfully robust local oysters and their specials. I particularly enjoyed the salmon which was light and flaked. The halibut was also prepared to perfection and consistent with the incredible service.",5,5,5,5
935,OpenTable Diner,"Likely due to Pandemic, but very long wait between appetizers and entrees.  Long wait discouraged us from ordering dessert.  Server was nice but did not seem well informed about the menu.  One of our party did not eat seafood and only options were a cheeseburger and salad.  Restaurant used to serve a very good steak, but they explained they simplified the menu because of COVID and no longer offered it.",4,5,3,4
936,KristinR,"Had been way too long since we’d been to Blacksalt! So happy we decided to celebrate our anniversary there, the food was spectacular and the service really excellent. What a great evening, already thinking about our next visit!",5,5,5,5
937,aliciaj,Delicious! Wonderful service. Can't wait to go back!,5,5,5,5
938,AllenW,"Great food, great atmosphere. Quite impressed.",5,5,5,5
939,KimB,"Wine room was private but had a musty odor. Otherwise, very nice",4,5,5,3
940,ChipK,Good food consistently and always good service. Meets expectations.,5,5,5,5
941,Judith,Wish there was still that wonderful lunch menu.,5,5,5,5
942,KaraK,Fabulous dinner and Black Salt added a few extra touches to make our Anniversary very special.,5,5,5,5
943,Bethel,Food and service fantastic!,5,5,5,5
944,WayneS,What a great find! Food was excellent as was the drink choices. Special shout out to Kristin our sommelier,5,5,5,5
945,OpenTable Diner,Food was amazing! Everything was seasoned and taste fresh. Great dining experience. I will be back.,5,5,4,4
946,OpenTable Diner,Absolutely brilliant lunch! Great fried clams and I am from New England.,5,5,5,4
947,MelanieJ,"I love the ambiance of Black Salt.  The food was absolutely delicious; although, it was extremely pricey, so I won't frequent this place.",4,4,4,4
948,MrML,"Excellent,  excellent, excellent 
Food, service,  value",5,5,5,5
949,OpenTable Diner,"Overall good experience. Nice ambiance, amazing food! First waiter was a little off, next waiter was fantastic. Grilled octopus was super delicious, oysters were fresh and tasty. Scallops and crab cakes both amazing!! Not too fancy and very welcoming",5,5,5,4
950,ChristopherG,Went for a special occasion and service was rushed and unaccommodating. Food was good if you order exactly what's on the menu.,1,4,2,2
951,Chopchop,"It was our anniversary, and we have gone back to celebrating there again now that range and civil are gone..",4,4,3,3
952,Wbfb,We had outstanding service and the food was delicious!,4,4,5,4
953,Lori,"The GM JJ is extraordinary. He and his staff are consummate professionals. From the greeting to the farewell, every detail of our meal experience was fabulous. It is a special gem in the DC food scene. Thank you for such a wonderful evening.",5,5,5,4
954,OpenTable Diner,"The entire meal was spectacular and the service was amazing.
I was surprised to here it is not a a Michelin star restaurant yet…it should be!
Our entire dining experience was amazing!",5,5,5,5
955,JJarlington,"Seafood was excellent 
Wine and beer selections excellent 
$9 for a tiny scoop of (albeit) delicious ice cream a bit much
Service great",5,5,5,4
956,DHK3,Black Salt has become our go to restaurant for a consistently outstanding meals.  Every appetizer we have had has been outstanding.  The entrees are also always very good and the service is consistently excellent.,5,4,4,5
957,ALHpromo,"The food is amazing, overall good dining experience!",5,5,5,5
958,OpenTable Diner,Terrific all way around.   Excellent food,5,5,5,5
959,DCdiner,"The food was good although my husband said his fish was a little dry.  My lobster and salad were wonderful.  Also, the waiter, even though very experience, seemed to want to rush us into making our choices.  We weren't taking too long and wanted to enjoy catching up with our friends who joined us.  There was space in the restaurant for others.  Still the food and ambiance will keep us coming there.",4,4,3,4
